video_id,video_title,published_at,channel_id,channel_title,video_duration,video_view_count,video_likes,video_dislikes,video_comments,video_category_id,video_live_streaming
ntirWguFrfM,Matilda (1996) - Pigtail Hammer Throw Scene (3/10) | Movieclips,2017-04-21T20:49:37Z,UC3gNmTGu-TTbFPpfSs5kNkg,Movieclips,PT3M29S,14857219,77262,0,0,1,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
U1IqinpmpQE,"🫣 Join my #TSAntiHeroChallenge and share your anti-heroic traits, brought to you by YouTube Shorts.",2022-10-21T12:10:21Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT16S,124815467,4947829,0,21701,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
9Wx2It8SbLs,"😺 Join my #TSAntiHeroChallenge and share your anti-heroic traits, brought to you by YouTube Shorts.",2022-10-21T12:10:06Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT16S,104825949,4655300,0,15229,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
lM1P2JwZ5jE,Total surprise 😉 Share yours with  #TSAntiHeroChallenge brought to you by YouTube Shorts.,2022-11-01T12:31:39Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT16S,75095003,3233569,0,20601,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
T62maKYX9tU,Taylor Swift - ...Ready For It? (Audio),2017-09-03T12:07:45Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M29S,57226610,556715,0,43362,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
IVQqOzFKN2M,"It’s me, 👋 sharing ALL the problems. Join the #TSAntiHeroChallenge brought to you by YouTube Shorts",2022-11-04T14:53:16Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT16S,54983351,2610732,0,11584,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
ijjGqwdXa1c,"It’s me, Benjamin 🐱 joining the #TSAntiHeroChallenge brought to you by YouTube Shorts",2022-11-11T17:04:21Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT16S,48246819,2672708,0,10638,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
b5Zay_Hd_7Q,Taylor Swift - Lover Remix Feat. Shawn Mendes (Lyric Video),2019-11-13T12:27:46Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M42S,25237809,680582,0,23969,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
OGDkg3QiJmk,"Taylor Performs ""Wildest Dreams"" at The GRAMMY Museum",2016-01-05T02:34:16Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT4M6S,20787728,392216,0,12983,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
p1Zt47V3pPw,"Taylor performs ""Blank Space"" at The GRAMMY Museum",2016-01-07T21:03:14Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT5M57S,20585041,441176,0,13015,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
j3yyF31jbKo,Taylor Swift's Gift Giving of 2014 | SWIFTMAS,2014-12-31T18:14:42Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT6M12S,19931661,181073,0,16682,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
dDO6HnY7h24,Taylor Swift - Lover's Lounge (Live),2019-08-22T21:47:44Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT33M43S,15705764,0,0,4000,10,"{'actual_start_time': '2019-08-22T20:56:58Z', 'actual_end_time': None, 'scheduled_start_time': '2019-08-22T21:00:00Z', 'scheduled_end_time': None, 'concurrent_viewers': None}"
PWdT2ONbJbc,Taylor Swift - Livestream Announcement (8/22/19 @ 5pm EST),2019-08-15T18:06:59Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT40S,13815258,79555,0,4813,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
FTA4kzsTmxc,Taylor Swift and Jennifer Lopez: Jenny from the Block,2013-09-12T21:34:41Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT5M56S,12727657,107149,0,3325,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
2obMo7y-rvA,Taylor Swift - Acoustic Performances from RED Album,2012-12-17T17:18:21Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT15M27S,9093232,185171,0,9668,24,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
sEr7bAtZ8rY,Delicate Music Video Dance Rehearsal Part 1,2018-03-13T21:28:05Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT1M1S,8132561,171881,0,3799,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
40RsbcFRwNA,Miss Americana | Official Trailer,2020-01-22T15:45:12Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT2M3S,7905792,394208,0,14680,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
XF_ARz7jTUw,Look What You Made Me Do: Taylor Mountain,2017-09-20T20:03:01Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT7M4S,7542814,181500,0,4455,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
BKCmxyohzww,Look What You Made Me Do - Zombie Transformation,2017-09-21T13:16:00Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT5M31S,6984420,130174,0,3763,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
v9bxXO9fj98,Should've Said No,2008-06-26T15:47:41Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT4M22S,6931375,93389,0,6738,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
MUf1ili4Zew,ME! Behind The Scenes: The Story of Benjamin Button,2019-04-30T10:11:11Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M9S,5860645,283632,0,10359,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
8w4A1vVaNmE,"Whisper hello, I miss you quite terribly.",2009-05-08T17:02:16Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT4M56S,5649469,19779,0,3070,22,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
HIb_TlK2HAI,Taylor Swift reputation Stadium Tour | Official Trailer | Netflix,2018-12-13T13:08:05Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT1M23S,5159209,197576,0,14740,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
IgZY0frgysw,Demonstrating my fine athletic skills. And more.,2010-04-26T19:58:31Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT5M33S,5109291,138064,0,9132,24,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
M0Ku_op-LXI,Taylor Swift - All Too Well: The Short Film (Behind The Scenes),2022-12-08T14:00:09Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT6M57S,5038522,348313,0,7098,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
lj2mZ8zDToY,ME! Behind The Scenes: Je Suis Calme,2019-05-01T19:25:22Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M17S,4773891,200603,0,5980,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
iM_j8_AZJW4,"Official ""Look What You Made Me Do"" Video Teaser Clip",2017-08-25T12:34:35Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT21S,4762409,110217,0,5948,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
2CnUYMmEHrs,Taylor Swift - Snow On The Beach (Feat. More Lana Del Rey),2023-05-26T04:00:01Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M50S,4578640,294854,0,13921,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
eQVhAN7-IAw,The Making of a Song: “Delicate” – watch more on Taylor Swift NOW,2017-11-15T03:43:47Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M53S,4296680,168882,0,4884,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
MA0HQG9J9Yk,Taylor Swift - ME! (Live on The Graham Norton Show),2019-05-24T22:40:37Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M23S,4020599,159983,0,6783,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
GU5_g8Tmiv8,...Ready For It? Trailer,2017-10-23T14:17:17Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT16S,3693977,95840,0,7781,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
GZeza5xTeuM,Taylor Swift - …Ready for It? (BloodPop® Remix) (Audio),2017-12-06T20:03:12Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M10S,3618772,43718,0,2110,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
EKnl7STzSMU,"1989 Secret Sessions, Behind The Scenes!",2014-10-16T23:09:25Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT4M34S,3481459,81935,0,4877,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
J1LMp-jEH_k,Surprising Gena,2014-04-16T22:44:24Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT4M31S,3404760,54991,0,3581,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
KmT4Y8w1nho,Taylor Swift - Lover (First Dance Remix),2019-11-26T05:02:00Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M54S,3387658,158650,0,6700,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
_f4yoKJL7IQ,Taylor Swift - Hits Different,2023-05-26T04:00:19Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M56S,3096889,156854,0,6455,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
6MLzSp0OJL0,You Need To Calm Down Behind The Scenes: Pop Queen Pageant,2019-06-20T15:00:01Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT2M55S,3023440,161978,0,4517,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
s4MN_hGvTCA,You Need To Calm Down Behind The Scenes: Morning Routine,2019-07-09T13:42:45Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M1S,2962751,135860,0,4254,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
kGOmPmILndU,The reputation Secret Sessions,2017-11-07T13:30:04Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT2M46S,2913925,132719,0,6089,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
-zymq4JgQ7E,Retainers.,2008-11-17T21:25:40Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT59S,2898457,45619,0,4298,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
M134RqAbiwY,I hope it's gonna make you notice.,2009-03-05T23:28:03Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT5M8S,2845351,32711,0,3292,22,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
ve_o2kq4_jY,Thank you.,2011-04-04T05:00:50Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT32S,2826612,158041,0,5647,24,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
fJBFvNiJ4Kw,"First time hearing ""I Don't Wanna Live Forever (Fifty Shades Darker)"" on the radio",2017-02-01T20:03:05Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT49S,2795940,151547,0,4684,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
OOPFMrF7v4Q,YouTube Presents Taylor Swift,2011-09-02T01:04:34Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT42M33S,2433363,27552,0,3886,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
YfPfgZjhH1w,Britain's Got Talent performance: Everything Has Changed,2013-06-12T16:20:01Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT6M11S,2314428,65886,0,2667,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
hKcEdTPOGGw,Lover Album Photoshoot: Behind The Scenes,2019-08-23T16:03:43Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT2M2S,2281334,53790,0,1685,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
zGSneb3McDo,Delicate Music Video Dance Rehearsal Part 2,2018-03-13T21:35:45Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT58S,2215857,86891,0,1731,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
V3QOzyS5M4Q,Being on tour. Everyone ignores me.,2009-05-07T19:02:07Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT6M37S,2211470,87650,0,5965,22,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
CYHt7_RANiY,Taylor Swift - willow (lonely witch version) - music video behind the scenes,2020-12-15T05:52:57Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT3M35S,2212652,138218,0,4647,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
81doBkpkdJQ,"Preview ""Welcome To New York"" by Taylor Swift",2014-10-20T11:51:39Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT31S,2119482,18623,0,1430,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
VA7Y_Psp5l4,End Game - Behind The Scenes,2018-02-09T16:01:53Z,UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,PT5M2S,2065179,91366,0,3665,10,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
0cZ1jY0pGnw,Reacting to Linus react to my PC Build TRAINWRECK!,2021-02-20T02:23:47Z,UCmDTrq0LNgPodDOFZiSbsww,xQc,PT22M1S,1927584,74009,0,1997,24,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
7b7NKxySuMc,xQc Reacts to MINECRAFT 1.16.1 SPEEDRUN WORLD RECORD | 14:36 | xQcOW,2020-11-05T13:30:04Z,UCmDTrq0LNgPodDOFZiSbsww,xQc,PT15M22S,1008299,32693,0,951,20,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
JwysY6X5DSo,"xQc Reacts to Logan Paul's ""Expert"" & The Biggest Scam In Pokemon History | The Collectibles Guru",2020-11-26T14:24:10Z,UCmDTrq0LNgPodDOFZiSbsww,xQc,PT16M49S,951772,24674,0,810,20,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
jP-I_mpbCAQ,xQc Reacts to Uncommon Twitch Clips Compilation 17,2020-11-14T23:26:11Z,UCmDTrq0LNgPodDOFZiSbsww,xQc,PT12M37S,853589,30487,0,690,20,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
m1hfnqgz1Cw,Viewer Ban Appeals #6,2021-02-04T14:41:28Z,UCmDTrq0LNgPodDOFZiSbsww,xQc,PT24M52S,746675,21395,0,1156,20,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
p1q_0CuCW_c,xQc Votes for Best Clips of 2020 for NymN's New Year's Eve Award Show! | xQcOW,2020-12-11T13:45:46Z,UCmDTrq0LNgPodDOFZiSbsww,xQc,PT1H9M45S,744581,17042,0,620,20,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
bTknrrpuUoY,I Narrated Daily Dose of Internet!,2020-12-29T07:03:14Z,UCmDTrq0LNgPodDOFZiSbsww,xQc,PT11M42S,724418,37388,0,1330,20,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
VUgsvd3ZjvA,Van Helsing (2004) - The Death of Dracula Scene (10/10) | Movieclips,2011-06-16T12:33:56Z,UC3gNmTGu-TTbFPpfSs5kNkg,Movieclips,PT2M57S,30729344,95736,0,2678,1,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
2uRRExAY-8g,Furious 7 (4/10) Movie CLIP - Letty vs. Kara (2015) HD,2015-11-14T01:02:02Z,UC3gNmTGu-TTbFPpfSs5kNkg,Movieclips,PT3M29S,23134512,105889,0,3011,1,"{'actual_start_time': None, 'actual_end_time': None, 'scheduled_start_time': None, 'scheduled_end_time': None, 'concurrent_viewers': None}"
